WORD	STATUS	RANK	COUNT	COUNT_REL
presse	Y	1560	644	0.004
untersuchung	Y	1560	644	0.004
bischof	Y	1561	643	0.004
fpk	Y	1561	643	0.004
air	Y	1562	642	0.004
gelte	Y	1562	642	0.004
hotels	Y	1562	642	0.004
offiziellen	Y	1562	642	0.004
reduziert	Y	1562	642	0.004
versteht	Y	1562	642	0.004
reagieren	Y	1563	641	0.004
standard	Y	1563	641	0.004
studium	Y	1563	641	0.004
vorwurf	Y	1563	641	0.004
architektur	Y	1564	640	0.004
dach	Y	1564	640	0.004
hinweg	Y	1564	640	0.004
katie	Y	1565	639	0.004
lauda	Y	1565	639	0.004
madonna	Y	1565	639	0.004
pühringer	Y	1565	639	0.004
regel	Y	1565	639	0.004
angriff	Y	1566	638	0.004
liefert	Y	1566	638	0.004
teuer	Y	1566	638	0.004
durfte	Y	1567	637	0.004
getragen	Y	1567	637	0.004
ausdruck	Y	1568	636	0.004
olympischen	Y	1568	636	0.004
präsentierte	Y	1568	636	0.004
raiffeisen	Y	1568	636	0.004
stammen	Y	1568	636	0.004
beweisen	Y	1569	635	0.0039
bundesländer	Y	1569	635	0.0039
frisch	Y	1569	635	0.0039
geboten	Y	1569	635	0.0039
größeren	Y	1569	635	0.0039
plätze	Y	1569	635	0.0039
quadratmeter	Y	1569	635	0.0039
untersucht	Y	1569	635	0.0039
vorjahres	Y	1569	635	0.0039
amerikanische	Y	1570	634	0.0039
fuhr	Y	1570	634	0.0039
lask	Y	1570	634	0.0039
ältere	Y	1570	634	0.0039
verpflichtet	Y	1571	633	0.0039
desto	Y	1572	632	0.0039
geheimnis	Y	1572	632	0.0039
ried	Y	1572	632	0.0039
technische	Y	1572	632	0.0039
amerikaner	Y	1573	631	0.0039
anton	Y	1573	631	0.0039
himmel	Y	1573	631	0.0039
vielfalt	Y	1573	631	0.0039
anzeige	Y	1574	630	0.0039
einrichtung	Y	1574	630	0.0039
klingt	Y	1574	630	0.0039
befragten	Y	1575	629	0.0039
eng	Y	1575	629	0.0039
maximal	Y	1575	629	0.0039
verhindert	Y	1575	629	0.0039
anlage	Y	1576	628	0.0039
geschichten	Y	1576	628	0.0039
handys	Y	1576	628	0.0039
herausforderungen	Y	1576	628	0.0039
rom	Y	1576	628	0.0039
einander	Y	1577	627	0.0039
galerie	Y	1577	627	0.0039
klima	Y	1577	627	0.0039
slowakei	Y	1577	627	0.0039
verdienen	Y	1577	627	0.0039
w	Y	1577	627	0.0039
world	Y	1577	627	0.0039
dauert	Y	1578	626	0.0039
mini	Y	1578	626	0.0039
ministerin	Y	1578	626	0.0039
breite	Y	1579	625	0.0039
vorfeld	Y	1579	625	0.0039
aussehen	Y	1580	624	0.0039
finanziellen	Y	1580	624	0.0039
zoll	Y	1580	624	0.0039
hoher	Y	1581	623	0.0039
jürgen	Y	1581	623	0.0039
schaut	Y	1581	623	0.0039
single	Y	1581	623	0.0039
verboten	Y	1581	623	0.0039
wind	Y	1581	623	0.0039
aufstieg	Y	1582	622	0.0039
duell	Y	1582	622	0.0039
halle	Y	1582	622	0.0039
liefern	Y	1582	622	0.0039
net	Y	1582	622	0.0039
osteuropa	Y	1582	622	0.0039
rettung	Y	1582	622	0.0039
fix	Y	1583	621	0.0039
hauses	Y	1583	621	0.0039
italienischen	Y	1583	621	0.0039
wartet	Y	1583	621	0.0039
behauptet	Y	1584	620	0.0039
bist	Y	1584	620	0.0039
erreichte	Y	1584	620	0.0039
event	Y	1584	620	0.0039
model	Y	1584	620	0.0039
einnahmen	Y	1585	619	0.0038
organisiert	Y	1585	619	0.0038
rainer	Y	1585	619	0.0038
geprägt	Y	1586	618	0.0038
park	Y	1586	618	0.0038
rahmenbedingungen	Y	1586	618	0.0038
reaktion	Y	1586	618	0.0038
falsche	Y	1587	617	0.0038
greifen	Y	1587	617	0.0038
hard	Y	1587	617	0.0038
übertragen	Y	1587	617	0.0038
anbieter	Y	1588	616	0.0038
erzählen	Y	1588	616	0.0038
gesperrt	Y	1588	616	0.0038
kleines	Y	1588	616	0.0038
vorsitzende	Y	1588	616	0.0038
erinnerte	Y	1589	615	0.0038
flucht	Y	1589	615	0.0038
staatsanwalt	Y	1589	615	0.0038
gewerkschaft	Y	1590	614	0.0038
klaren	Y	1590	614	0.0038
bellen	Y	1591	612	0.0038
betreuung	Y	1591	612	0.0038
börse	Y	1591	612	0.0038
dieter	Y	1591	612	0.0038
auszeichnung	Y	1592	611	0.0038
geschickt	Y	1592	611	0.0038
hört	Y	1592	611	0.0038
web	Y	1592	611	0.0038
erwartungen	Y	1593	610	0.0038
rathaus	Y	1593	610	0.0038
touristen	Y	1593	610	0.0038
bestehenden	Y	1594	609	0.0038
haushalte	Y	1595	608	0.0038
offizielle	Y	1595	608	0.0038
voran	Y	1595	608	0.0038
wohnungen	Y	1595	608	0.0038
bestätigte	Y	1596	607	0.0038
eingestellt	Y	1596	607	0.0038
favoriten	Y	1596	607	0.0038
heurigen	Y	1596	607	0.0038
karte	Y	1596	607	0.0038
maier	Y	1596	607	0.0038
mario	Y	1596	607	0.0038
material	Y	1596	607	0.0038
innenstadt	Y	1597	606	0.0038
landwirtschaft	Y	1597	606	0.0038
muß	Y	1597	606	0.0038
nr	Y	1597	606	0.0038
opernball	Y	1597	606	0.0038
reagiert	Y	1597	606	0.0038
sanierung	Y	1597	606	0.0038
schmidt	Y	1597	606	0.0038
lieben	Y	1598	605	0.0038
neuesten	Y	1598	605	0.0038
posten	Y	1598	605	0.0038
ruf	Y	1598	605	0.0038
zeugen	Y	1598	605	0.0038
benötigt	Y	1599	604	0.0038
besitzer	Y	1599	604	0.0038
bundes	Y	1599	604	0.0038
möchten	Y	1599	604	0.0038
schlug	Y	1599	604	0.0038
gesund	Y	1600	603	0.0037
neustadt	Y	1600	603	0.0037
zuhause	Y	1600	603	0.0037
claudia	Y	1601	602	0.0037
kampagne	Y	1601	602	0.0037
derart	Y	1602	601	0.0037
dienste	Y	1602	601	0.0037
gipfel	Y	1602	601	0.0037
wirft	Y	1602	601	0.0037
armee	Y	1603	600	0.0037
landtag	Y	1603	600	0.0037
teils	Y	1603	600	0.0037
betreut	Y	1604	599	0.0037
hände	Y	1604	599	0.0037
modelle	Y	1604	599	0.0037
sterben	Y	1604	599	0.0037
untersuchungen	Y	1604	599	0.0037
verletzte	Y	1605	598	0.0037
bereiche	Y	1606	597	0.0037
beschluss	Y	1606	597	0.0037
französischen	Y	1606	597	0.0037
leser	Y	1606	597	0.0037
pensionen	Y	1606	597	0.0037
sobald	Y	1606	597	0.0037
traumpaar	Y	1606	597	0.0037
erich	Y	1607	596	0.0037
falle	Y	1607	596	0.0037
hinweise	Y	1607	596	0.0037
spital	Y	1607	596	0.0037
steigerung	Y	1607	596	0.0037
temperaturen	Y	1607	596	0.0037
bedenken	Y	1608	595	0.0037
rechtzeitig	Y	1608	595	0.0037
rückkehr	Y	1608	595	0.0037
spezielle	Y	1608	595	0.0037
uno	Y	1608	595	0.0037
heiß	Y	1609	594	0.0037
queen	Y	1609	594	0.0037
respekt	Y	1609	594	0.0037
daneben	Y	1610	593	0.0037
teurer	Y	1610	593	0.0037
ausgeschlossen	Y	1611	592	0.0037
dienen	Y	1611	592	0.0037
formen	Y	1611	592	0.0037
gesetze	Y	1611	592	0.0037
linken	Y	1611	592	0.0037
nationen	Y	1611	592	0.0037
sprachen	Y	1611	592	0.0037
veränderungen	Y	1611	592	0.0037
vorstellungen	Y	1611	592	0.0037
eintritt	Y	1612	591	0.0037
gang	Y	1612	591	0.0037
gefällt	Y	1612	591	0.0037
gesorgt	Y	1612	591	0.0037
league	Y	1612	591	0.0037
vorstellung	Y	1612	591	0.0037
wachsen	Y	1612	591	0.0037
bmw	Y	1613	590	0.0037
finanziert	Y	1613	590	0.0037
immobilien	Y	1613	590	0.0037
lebensmittel	Y	1613	590	0.0037
schmied	Y	1613	590	0.0037
albert	Y	1614	589	0.0037
haiders	Y	1614	589	0.0037
schwerer	Y	1614	589	0.0037
strukturen	Y	1614	589	0.0037
vorbereitung	Y	1614	589	0.0037
wald	Y	1614	589	0.0037
überrascht	Y	1614	589	0.0037
aufmerksam	Y	1615	588	0.0037
dörfler	Y	1615	588	0.0037
image	Y	1615	588	0.0037
jung	Y	1615	588	0.0037
technologien	Y	1615	588	0.0037
elsner	Y	1616	587	0.0036
informieren	Y	1616	587	0.0036
kutcher	Y	1616	587	0.0036
teilnahme	Y	1616	587	0.0036
bier	Y	1617	586	0.0036
süden	Y	1617	586	0.0036
autofahrer	Y	1618	585	0.0036
begriff	Y	1618	585	0.0036
kommende	Y	1618	585	0.0036
raus	Y	1618	585	0.0036
wels	Y	1618	585	0.0036
angeles	Y	1619	584	0.0036
atmosphäre	Y	1619	584	0.0036
buben	Y	1619	584	0.0036
eingerichtet	Y	1619	584	0.0036
versuche	Y	1619	584	0.0036
wissenschaftler	Y	1619	584	0.0036
eigener	Y	1620	583	0.0036
hit	Y	1620	583	0.0036
sage	Y	1620	583	0.0036
schlechte	Y	1620	583	0.0036
total	Y	1620	583	0.0036
anerkennung	Y	1621	582	0.0036
dauern	Y	1621	582	0.0036
enorm	Y	1621	582	0.0036
entwicklungen	Y	1621	582	0.0036
nützen	Y	1621	582	0.0036
tote	Y	1621	582	0.0036
abgesehen	Y	1622	581	0.0036
andrea	Y	1622	581	0.0036
ansonsten	Y	1622	581	0.0036
arbeiter	Y	1622	581	0.0036
dancing	Y	1622	581	0.0036
eisenstadt	Y	1622	581	0.0036
weitgehend	Y	1622	581	0.0036
eis	Y	1623	580	0.0036
halbe	Y	1623	580	0.0036
keinem	Y	1623	580	0.0036
änderungen	Y	1623	580	0.0036
übernahme	Y	1623	580	0.0036
freue	Y	1624	579	0.0036
sowieso	Y	1624	579	0.0036
unabhängig	Y	1624	579	0.0036
diskutieren	Y	1625	578	0.0036
gemeint	Y	1625	578	0.0036
jolie	Y	1625	578	0.0036
beteiligung	Y	1626	577	0.0036
übrigen	Y	1626	577	0.0036
koch	Y	1627	576	0.0036
verfolgt	Y	1627	576	0.0036
analyse	Y	1628	575	0.0036
diskussionen	Y	1628	575	0.0036
intensiv	Y	1628	575	0.0036
verheiratet	Y	1628	575	0.0036
entwickelte	Y	1629	574	0.0036
fahrzeuge	Y	1629	574	0.0036
gewinner	Y	1629	574	0.0036
mut	Y	1629	574	0.0036
funktionieren	Y	1630	573	0.0036
kurzen	Y	1630	573	0.0036
ausgestattet	Y	1631	572	0.0036
erkannt	Y	1631	572	0.0036
geleistet	Y	1631	572	0.0036
hof	Y	1631	572	0.0036
lager	Y	1631	572	0.0036
ordentlich	Y	1631	572	0.0036
prüfung	Y	1631	572	0.0036
turnier	Y	1631	572	0.0036
wonach	Y	1631	572	0.0036
hunderte	Y	1632	571	0.0035
siemens	Y	1632	571	0.0035
steuerzahler	Y	1632	571	0.0035
wenigstens	Y	1632	571	0.0035
widerstand	Y	1632	571	0.0035
besitzt	Y	1633	570	0.0035
eingeführt	Y	1633	570	0.0035
kurze	Y	1633	570	0.0035
betrachtet	Y	1634	569	0.0035
meer	Y	1634	569	0.0035
ring	Y	1634	569	0.0035
zimmer	Y	1634	569	0.0035
bewohner	Y	1635	568	0.0035
prinzessin	Y	1635	568	0.0035
ruhig	Y	1635	568	0.0035
voraussetzungen	Y	1635	568	0.0035
aufklärung	Y	1636	567	0.0035
england	Y	1636	567	0.0035
erweitert	Y	1636	567	0.0035
klassischen	Y	1636	567	0.0035
wächst	Y	1636	567	0.0035
abends	Y	1637	566	0.0035
abstand	Y	1637	566	0.0035
agentur	Y	1637	566	0.0035
berg	Y	1637	566	0.0035
ermittler	Y	1637	566	0.0035
zeige	Y	1637	566	0.0035
öfter	Y	1637	566	0.0035
derzeitigen	Y	1638	565	0.0035
keinerlei	Y	1638	565	0.0035
notwendigen	Y	1638	565	0.0035
schwarzenegger	Y	1638	565	0.0035
abstimmung	Y	1639	564	0.0035
stellung	Y	1639	564	0.0035
jahrzehnte	Y	1640	563	0.0035
lh	Y	1640	563	0.0035
mehrmals	Y	1640	563	0.0035
neuem	Y	1640	563	0.0035
ski	Y	1640	563	0.0035
wechsel	Y	1640	563	0.0035
mitgliedstaaten	Y	1641	562	0.0035
quasi	Y	1641	562	0.0035
stress	Y	1641	562	0.0035
vordergrund	Y	1641	562	0.0035
wolf	Y	1641	562	0.0035
afrika	Y	1642	561	0.0035
cent	Y	1642	561	0.0035
sozialdemokraten	Y	1642	561	0.0035
veranstalter	Y	1642	561	0.0035
garantiert	Y	1643	560	0.0035
variante	Y	1643	560	0.0035
weshalb	Y	1643	560	0.0035
antreten	Y	1644	559	0.0035
doppelt	Y	1644	559	0.0035
beamte	Y	1645	558	0.0035
enthält	Y	1645	558	0.0035
figur	Y	1645	558	0.0035
häuser	Y	1645	558	0.0035
sms	Y	1645	558	0.0035
einiger	Y	1646	557	0.0035
froh	Y	1646	557	0.0035
kenne	Y	1646	557	0.0035
kreuz	Y	1646	557	0.0035
tipp	Y	1646	557	0.0035
verwaltung	Y	1646	557	0.0035
drogen	Y	1647	556	0.0035
produkt	Y	1647	556	0.0035
tiefe	Y	1647	556	0.0035
anzeigen	Y	1648	555	0.0034
schlechter	Y	1648	555	0.0034
beobachten	Y	1649	554	0.0034
fonds	Y	1649	554	0.0034
gefängnis	Y	1649	554	0.0034
konzerte	Y	1649	554	0.0034
sebastian	Y	1649	554	0.0034
bildern	Y	1650	553	0.0034
dahinter	Y	1650	553	0.0034
mama	Y	1650	553	0.0034
steirer	Y	1650	553	0.0034
trinken	Y	1650	553	0.0034
bestens	Y	1651	552	0.0034
halben	Y	1651	552	0.0034
solcher	Y	1651	552	0.0034
zahlt	Y	1651	552	0.0034
beitragen	Y	1652	551	0.0034
dialog	Y	1652	551	0.0034
städten	Y	1652	551	0.0034
verfügen	Y	1652	551	0.0034
wirtschaftlich	Y	1652	551	0.0034
gäbe	Y	1653	550	0.0034
klimt	Y	1653	550	0.0034
namens	Y	1653	550	0.0034
ausgerechnet	Y	1654	549	0.0034
daheim	Y	1654	549	0.0034
hinsichtlich	Y	1654	549	0.0034
sorge	Y	1654	549	0.0034
verbringen	Y	1654	549	0.0034
bus	Y	1655	548	0.0034
demnächst	Y	1655	548	0.0034
gescheitert	Y	1655	548	0.0034
nase	Y	1655	548	0.0034
warnt	Y	1655	548	0.0034
ams	Y	1656	547	0.0034
betreiber	Y	1656	547	0.0034
derartige	Y	1656	547	0.0034
fort	Y	1656	547	0.0034
genannte	Y	1656	547	0.0034
gerecht	Y	1656	547	0.0034
heiße	Y	1656	547	0.0034
meines	Y	1656	547	0.0034
öffnen	Y	1656	547	0.0034
auseinandersetzung	Y	1657	546	0.0034
betragen	Y	1657	546	0.0034
dorf	Y	1657	546	0.0034
mozart	Y	1657	546	0.0034
na	Y	1657	546	0.0034
nochmals	Y	1657	546	0.0034
nächstes	Y	1657	546	0.0034
voraussetzung	Y	1657	546	0.0034
apps	Y	1658	545	0.0034
moser	Y	1658	545	0.0034
worten	Y	1658	545	0.0034
business	Y	1659	544	0.0034
festgestellt	Y	1659	544	0.0034
sodass	Y	1659	544	0.0034
tu	Y	1659	544	0.0034
vettel	Y	1659	544	0.0034
älteren	Y	1659	544	0.0034
ösv	Y	1659	544	0.0034
abgelehnt	Y	1660	543	0.0034
ausgesprochen	Y	1660	543	0.0034
festgenommen	Y	1660	543	0.0034
sender	Y	1660	543	0.0034
abteilung	Y	1661	542	0.0034
anklage	Y	1661	542	0.0034
kostenlos	Y	1661	542	0.0034
kroatien	Y	1661	542	0.0034
professor	Y	1661	542	0.0034
vorhaben	Y	1661	542	0.0034
zeichnet	Y	1661	542	0.0034
buwog	Y	1662	541	0.0034
frieden	Y	1662	541	0.0034
gekauft	Y	1662	541	0.0034
kriterien	Y	1662	541	0.0034
lagen	Y	1662	541	0.0034
nachhaltig	Y	1662	541	0.0034
stiftung	Y	1662	541	0.0034
tickets	Y	1662	541	0.0034
toten	Y	1662	541	0.0034
zentimeter	Y	1662	541	0.0034
bester	Y	1663	540	0.0034
dauer	Y	1663	540	0.0034
gefährlich	Y	1663	540	0.0034
kochen	Y	1663	540	0.0034
ns	Y	1663	540	0.0034
redaktion	Y	1663	540	0.0034
schließt	Y	1663	540	0.0034
versuchte	Y	1663	540	0.0034
victoria	Y	1663	540	0.0034
weiße	Y	1663	540	0.0034
wirtschafts	Y	1663	540	0.0034
innenminister	Y	1664	539	0.0033
korruption	Y	1664	539	0.0033
prüfen	Y	1664	539	0.0033
bleibe	Y	1665	538	0.0033
kräftig	Y	1665	538	0.0033
programme	Y	1665	538	0.0033
tore	Y	1665	538	0.0033
vorgehen	Y	1665	538	0.0033
boss	Y	1666	537	0.0033
insider	Y	1666	537	0.0033
mails	Y	1666	537	0.0033
adria	Y	1667	536	0.0033
singen	Y	1667	536	0.0033
ausnahme	Y	1668	535	0.0033
hauptsächlich	Y	1668	535	0.0033
herum	Y	1668	535	0.0033
partnerschaft	Y	1668	535	0.0033
schwierigen	Y	1668	535	0.0033
schäden	Y	1668	535	0.0033
öiag	Y	1668	535	0.0033
anhand	Y	1669	534	0.0033
generationen	Y	1669	534	0.0033
norbert	Y	1669	534	0.0033
offene	Y	1669	534	0.0033
syrien	Y	1669	534	0.0033
bedeuten	Y	1670	533	0.0033
bio	Y	1670	533	0.0033
inhalt	Y	1670	533	0.0033
überlegen	Y	1670	533	0.0033
glawischnig	Y	1671	532	0.0033
gründer	Y	1671	532	0.0033
kategorie	Y	1671	532	0.0033
sicherlich	Y	1671	532	0.0033
wem	Y	1671	532	0.0033
farbe	Y	1672	531	0.0033
kids	Y	1672	531	0.0033
strafe	Y	1672	531	0.0033
heidi	Y	1673	530	0.0033
kombination	Y	1673	530	0.0033
mark	Y	1673	530	0.0033
verantwortlichen	Y	1673	530	0.0033
vermeiden	Y	1673	530	0.0033
voraussichtlich	Y	1673	530	0.0033
bemüht	Y	1674	529	0.0033
detail	Y	1674	529	0.0033
mensdorff	Y	1674	529	0.0033
qualifikation	Y	1674	529	0.0033
email	Y	1675	528	0.0033
erfolgte	Y	1675	528	0.0033
falschen	Y	1675	528	0.0033
fan	Y	1675	528	0.0033
scheinen	Y	1675	528	0.0033
stecken	Y	1675	528	0.0033
angezeigt	Y	1676	527	0.0033
keineswegs	Y	1676	527	0.0033
weltmeister	Y	1676	527	0.0033
aufgebaut	Y	1677	526	0.0033
einrichtungen	Y	1677	526	0.0033
problemen	Y	1677	526	0.0033
wilhelm	Y	1677	526	0.0033
deal	Y	1678	525	0.0033
forum	Y	1678	525	0.0033
kämpft	Y	1678	525	0.0033
langfristig	Y	1678	525	0.0033
wahr	Y	1678	525	0.0033
anfrage	Y	1679	524	0.0033
ergibt	Y	1679	524	0.0033
folgenden	Y	1679	524	0.0033
lief	Y	1679	524	0.0033
aufsichtsrat	Y	1680	523	0.0032
einig	Y	1680	523	0.0032
steyr	Y	1680	523	0.0032
dient	Y	1681	522	0.0032
kardinal	Y	1681	522	0.0032
kommunikation	Y	1681	522	0.0032
konferenz	Y	1681	522	0.0032
methode	Y	1681	522	0.0032
interessieren	Y	1682	521	0.0032
tempo	Y	1682	521	0.0032
willen	Y	1682	521	0.0032
akademie	Y	1683	520	0.0032
tanzen	Y	1683	520	0.0032
uwe	Y	1683	520	0.0032
westenthaler	Y	1683	520	0.0032
änderung	Y	1683	520	0.0032
akh	Y	1684	519	0.0032
anbieten	Y	1684	519	0.0032
auflösung	Y	1684	519	0.0032
fragt	Y	1684	519	0.0032
gemeldet	Y	1684	519	0.0032
pfarrer	Y	1684	519	0.0032
verwendung	Y	1684	519	0.0032
bures	Y	1685	518	0.0032
comeback	Y	1685	518	0.0032
erfreut	Y	1685	518	0.0032
friedrich	Y	1685	518	0.0032
holz	Y	1685	518	0.0032
konjunktur	Y	1685	518	0.0032
ehemann	Y	1686	517	0.0032
galaxy	Y	1686	517	0.0032
hitze	Y	1686	517	0.0032
therapie	Y	1686	517	0.0032
ausgebaut	Y	1687	516	0.0032
beschäftigen	Y	1687	516	0.0032
bestand	Y	1687	516	0.0032
erzielen	Y	1687	516	0.0032
frank	Y	1687	516	0.0032
handle	Y	1687	516	0.0032
historische	Y	1687	516	0.0032
keller	Y	1687	516	0.0032
paket	Y	1687	516	0.0032
verstanden	Y	1687	516	0.0032
wagner	Y	1687	516	0.0032
übrig	Y	1687	516	0.0032
angesprochen	Y	1688	515	0.0032
endet	Y	1688	515	0.0032
mitterlehner	Y	1688	515	0.0032
planung	Y	1688	515	0.0032
aufregung	Y	1689	514	0.0032
schicken	Y	1689	514	0.0032
spenden	Y	1689	514	0.0032
stellten	Y	1689	514	0.0032
geklärt	Y	1690	513	0.0032
rekord	Y	1690	513	0.0032
sitz	Y	1690	513	0.0032
identität	Y	1691	512	0.0032
merkel	Y	1691	512	0.0032
politikern	Y	1691	512	0.0032
salz	Y	1691	512	0.0032
gehandelt	Y	1692	511	0.0032
jubiläum	Y	1692	511	0.0032
khol	Y	1692	511	0.0032
errichtung	Y	1693	510	0.0032
texte	Y	1693	510	0.0032
volkspartei	Y	1693	510	0.0032
zuständigen	Y	1693	510	0.0032
brücke	Y	1694	509	0.0032
leitl	Y	1694	509	0.0032
schicksal	Y	1694	509	0.0032
überblick	Y	1694	509	0.0032
allgemeinen	Y	1695	508	0.0032
drauf	Y	1695	508	0.0032
geeignet	Y	1695	508	0.0032
geringer	Y	1695	508	0.0032
kommentare	Y	1695	508	0.0032
kritiker	Y	1695	508	0.0032
platter	Y	1695	508	0.0032
ukraine	Y	1695	508	0.0032
behaupten	Y	1696	507	0.0032
bestellt	Y	1696	507	0.0032
fortgesetzt	Y	1696	507	0.0032
roland	Y	1696	507	0.0032
scheitern	Y	1696	507	0.0032
wirklichkeit	Y	1696	507	0.0032
eingebracht	Y	1697	506	0.0031
einladung	Y	1697	506	0.0031
masse	Y	1697	506	0.0031
susanne	Y	1697	506	0.0031
bauer	Y	1698	505	0.0031
bestehende	Y	1698	505	0.0031
brief	Y	1698	505	0.0031
europäischer	Y	1698	505	0.0031
gas	Y	1698	505	0.0031
mehrfach	Y	1698	505	0.0031
truppe	Y	1698	505	0.0031
ansehen	Y	1699	504	0.0031
beraten	Y	1699	504	0.0031
gründung	Y	1699	504	0.0031
ludwig	Y	1699	504	0.0031
mitteln	Y	1699	504	0.0031
sichtbar	Y	1699	504	0.0031
austrian	Y	1700	503	0.0031
deutliche	Y	1700	503	0.0031
eineinhalb	Y	1700	503	0.0031
erlitt	Y	1700	503	0.0031
fliegen	Y	1700	503	0.0031
regionale	Y	1700	503	0.0031
vorgänger	Y	1700	503	0.0031
ernährung	Y	1701	502	0.0031
genügend	Y	1701	502	0.0031
konkurrenten	Y	1701	502	0.0031
verteilt	Y	1701	502	0.0031
albertina	Y	1702	501	0.0031
bestätigen	Y	1702	501	0.0031
einsetzen	Y	1702	501	0.0031
haushalt	Y	1702	501	0.0031
abseits	Y	1703	500	0.0031
black	Y	1703	500	0.0031
geholt	Y	1703	500	0.0031
mannes	Y	1703	500	0.0031
milliarde	Y	1703	500	0.0031
musikalische	Y	1703	500	0.0031
stücke	Y	1703	500	0.0031
weltcup	Y	1703	500	0.0031
finger	Y	1704	499	0.0031
gewicht	Y	1704	499	0.0031
greift	Y	1704	499	0.0031
hc	Y	1704	499	0.0031
lukas	Y	1704	499	0.0031
notwendige	Y	1704	499	0.0031
station	Y	1704	499	0.0031
traditionellen	Y	1704	499	0.0031
hubert	Y	1705	498	0.0031
fakten	Y	1706	497	0.0031
farben	Y	1706	497	0.0031
gerechnet	Y	1706	497	0.0031
nehme	Y	1706	497	0.0031
salzburgs	Y	1706	497	0.0031
verbrechen	Y	1706	497	0.0031
aktive	Y	1707	496	0.0031
anhänger	Y	1707	496	0.0031
experte	Y	1707	496	0.0031
exporte	Y	1707	496	0.0031
glas	Y	1707	496	0.0031
stürzte	Y	1707	496	0.0031
vierte	Y	1707	496	0.0031
villach	Y	1707	496	0.0031
absolute	Y	1708	495	0.0031
arbeitete	Y	1708	495	0.0031
café	Y	1708	495	0.0031
generaldirektor	Y	1708	495	0.0031
jazz	Y	1708	495	0.0031
marketing	Y	1708	495	0.0031
mo	Y	1708	495	0.0031
mode	Y	1708	495	0.0031
schnee	Y	1708	495	0.0031
schwierigkeiten	Y	1708	495	0.0031
schätzen	Y	1708	495	0.0031
unterlagen	Y	1708	495	0.0031
zusätzlichen	Y	1708	495	0.0031
leichte	Y	1709	494	0.0031
stein	Y	1709	494	0.0031
justin	Y	1710	493	0.0031
werfen	Y	1710	493	0.0031
gehrer	Y	1711	492	0.0031
petzner	Y	1711	492	0.0031
up	Y	1711	492	0.0031
verfügbar	Y	1711	492	0.0031
überraschung	Y	1711	492	0.0031
deinen	Y	1712	491	0.0031
gb	Y	1712	491	0.0031
interviews	Y	1712	491	0.0031
leid	Y	1712	491	0.0031
real	Y	1712	491	0.0031
umfassende	Y	1712	491	0.0031
zweck	Y	1712	491	0.0031
arm	Y	1713	490	0.003
ausstattung	Y	1713	490	0.003
befragt	Y	1713	490	0.003
bundesheer	Y	1713	490	0.003
gefolgt	Y	1713	490	0.003
group	Y	1713	490	0.003
indien	Y	1713	490	0.003
rumänien	Y	1713	490	0.003
verlängerung	Y	1713	490	0.003
versprechen	Y	1713	490	0.003
anwendungen	Y	1714	489	0.003
indes	Y	1714	489	0.003
jüngste	Y	1714	489	0.003
reaktionen	Y	1714	489	0.003
signal	Y	1714	489	0.003
beschäftigten	Y	1715	488	0.003
betreibt	Y	1715	488	0.003
bewegt	Y	1715	488	0.003
fernseher	Y	1715	488	0.003
folgte	Y	1715	488	0.003
freizeit	Y	1715	488	0.003
hob	Y	1715	488	0.003
james	Y	1715	488	0.003
müller	Y	1715	488	0.003
verspricht	Y	1715	488	0.003
ausgelöst	Y	1716	487	0.003
bisherige	Y	1716	487	0.003
darstellung	Y	1716	487	0.003
dritter	Y	1716	487	0.003
feld	Y	1716	487	0.003
gestanden	Y	1716	487	0.003
katastrophe	Y	1716	487	0.003
konto	Y	1716	487	0.003
negativ	Y	1716	487	0.003
speziellen	Y	1716	487	0.003
vieler	Y	1716	487	0.003
anstatt	Y	1717	486	0.003
ausstellungen	Y	1717	486	0.003
coach	Y	1717	486	0.003
ersetzt	Y	1717	486	0.003
extra	Y	1717	486	0.003
heutige	Y	1717	486	0.003
jahrelang	Y	1717	486	0.003
tumor	Y	1717	486	0.003
berliner	Y	1718	485	0.003
bewiesen	Y	1718	485	0.003
bildet	Y	1718	485	0.003
highlights	Y	1718	485	0.003
liechtenstein	Y	1718	485	0.003
regie	Y	1719	484	0.003
wissenschaftlichen	Y	1719	484	0.003
ära	Y	1719	484	0.003
bezüglich	Y	1720	483	0.003
chaos	Y	1720	483	0.003
juden	Y	1720	483	0.003
konfrontiert	Y	1720	483	0.003
maßnahme	Y	1720	483	0.003
wichtiges	Y	1720	483	0.003
böse	Y	1721	482	0.003
stärke	Y	1721	482	0.003
zerstört	Y	1721	482	0.003
einzig	Y	1722	481	0.003
förderungen	Y	1722	481	0.003
lädt	Y	1722	481	0.003
momentan	Y	1722	481	0.003
nachricht	Y	1722	481	0.003
stellungnahme	Y	1722	481	0.003
vermitteln	Y	1722	481	0.003
österreicherinnen	Y	1722	481	0.003
initiativen	Y	1723	480	0.003
linien	Y	1723	480	0.003
attacke	Y	1724	479	0.003
christine	Y	1724	479	0.003
entwurf	Y	1724	479	0.003
hierzulande	Y	1724	479	0.003
junger	Y	1724	479	0.003
breiten	Y	1725	478	0.003
gelände	Y	1725	478	0.003
massive	Y	1725	478	0.003
mission	Y	1725	478	0.003
organisationen	Y	1725	478	0.003
anm	Y	1726	477	0.003
gala	Y	1726	477	0.003
gemeinderat	Y	1726	477	0.003
klären	Y	1726	477	0.003
lachen	Y	1726	477	0.003
